#cups;fecha;hora;kwh
ES0031105511819012LM0G;06/07/2024;15;0.079
ES0031105511819013KF1L;06/07/2024;15;1.011
ES0031105511811032KD2N;06/07/2024;15;1.727
ES0022105511819019MK3F;06/07/2024;16;0.146
ES0031105511819012LM0G;06/07/2024;16;0.087
ES0031105511819013KF1L;06/07/2024;16;0.146
ES0031105511811032KD2N;06/07/2024;16;0.915
ES0022105511819019MK3F;06/07/2024;17;0.365
ES0031105511819012LM0G;06/07/2024;17;0.181
ES0031105511819013KF1L;06/07/2024;17;0.365
ES0031105511811032KD2N;06/07/2024;17;0.862
ES0022105511819019MK3F;06/07/2024;18;0.641
ES0031105511819012LM0G;06/07/2024;18;0.354
ES0031105511819013KF1L;06/07/2024;18;0.641
ES0031105511811032KD2N;06/07/2024;18;1.561
ES0022105511819019MK3F;06/07/2024;19;0.688
ES0031105511819012LM0G;06/07/2024;19;0.206
ES0031105511819013KF1L;06/07/2024;19;0.688
ES0031105511811032KD2N;06/07/2024;19;1.232
ES0022105511819019MK3F;06/07/2024;20;0.159
ES0031105511819012LM0G;06/07/2024;20;0.103
ES0031105511819013KF1L;06/07/2024;20;0.159
ES0031105511811032KD2N;06/07/2024;20;0.426
ES0022105511819019MK3F;06/07/2024;21;0.976
ES0031105511819012LM0G;06/07/2024;21;0.084
ES0031105511819013KF1L;06/07/2024;21;0.976
ES0031105511811032KD2N;06/07/2024;21;1.185
ES0022105511819019MK3F;06/07/2024;22;0.312
ES0031105511819012LM0G;06/07/2024;22;0.079
ES0031105511819013KF1L;06/07/2024;22;0.312
ES0031105511811032KD2N;06/07/2024;22;1.06
ES0022105511819019MK3F;06/07/2024;23;0.694
ES0031105511819012LM0G;06/07/2024;23;0.097
ES0031105511819013KF1L;06/07/2024;23;0.694
ES0031105511811032KD2N;06/07/2024;23;1.432
ES0022105511819019MK3F;06/07/2024;24;0.834
ES0031105511819012LM0G;06/07/2024;24;0.088
ES0031105511819013KF1L;06/07/2024;24;0.834
ES0031105511811032KD2N;06/07/2024;24;1.339
ES0022105511819019MK3F;07/07/2024;1;0.686
ES0031105511819012LM0G;07/07/2024;1;0.079
ES0031105511819013KF1L;07/07/2024;1;0.686
ES0031105511811032KD2N;07/07/2024;1;1.198
ES0022105511819019MK3F;07/07/2024;2;0.481
ES0031105511819012LM0G;07/07/2024;2;0.094
ES0031105511819013KF1L;07/07/2024;2;0.481
ES0031105511811032KD2N;07/07/2024;2;1.306
ES0022105511819019MK3F;07/07/2024;3;0.542
ES0031105511819012LM0G;07/07/2024;3;0.094
ES0031105511819013KF1L;07/07/2024;3;0.542
ES0031105511811032KD2N;07/07/2024;3;1.026
ES0022105511819019MK3F;07/07/2024;4;0.424
ES0031105511819012LM0G;07/07/2024;4;0.076
ES0031105511819013KF1L;07/07/2024;4;0.424
ES0031105511811032KD2N;07/07/2024;4;0.795
ES0022105511819019MK3F;07/07/2024;5;1.077
ES0031105511819012LM0G;07/07/2024;5;0.088
ES0031105511819013KF1L;07/07/2024;5;1.077
ES0031105511811032KD2N;07/07/2024;5;1.452
ES0022105511819019MK3F;07/07/2024;6;0.527
ES0031105511819012LM0G;07/07/2024;6;0.099
ES0031105511819013KF1L;07/07/2024;6;0.527
ES0031105511811032KD2N;07/07/2024;6;1.02
ES0022105511819019MK3F;07/07/2024;7;0.285
ES0031105511819012LM0G;07/07/2024;7;0.076
ES0031105511819013KF1L;07/07/2024;7;0.285
ES0031105511811032KD2N;07/07/2024;7;1.207
ES0022105511819019MK3F;07/07/2024;8;0.565
ES0031105511819012LM0G;07/07/2024;8;0.083
ES0031105511819013KF1L;07/07/2024;8;0.565
ES0031105511811032KD2N;07/07/2024;8;0.686
ES0022105511819019MK3F;07/07/2024;9;0.836
ES0031105511819012LM0G;07/07/2024;9;0.1
ES0031105511819013KF1L;07/07/2024;9;0.836
ES0031105511811032KD2N;07/07/2024;9;1.356
ES0022105511819019MK3F;07/07/2024;10;0.482
ES0031105511819012LM0G;07/07/2024;10;0.077
ES0031105511819013KF1L;07/07/2024;10;0.482
ES0031105511811032KD2N;07/07/2024;10;0.593
ES0022105511819019MK3F;07/07/2024;11;0.709
ES0031105511819012LM0G;07/07/2024;11;0.078
ES0031105511819013KF1L;07/07/2024;11;0.709
ES0031105511811032KD2N;07/07/2024;11;1.591
ES0022105511819019MK3F;07/07/2024;12;1.057
ES0031105511819012LM0G;07/07/2024;12;0.101
ES0031105511819013KF1L;07/07/2024;12;1.057
ES0031105511811032KD2N;07/07/2024;12;1.267
ES0022105511819019MK3F;07/07/2024;13;0.459
ES0031105511819012LM0G;07/07/2024;13;0.08
ES0031105511819013KF1L;07/07/2024;13;0.459
ES0031105511811032KD2N;07/07/2024;13;0.676
ES0022105511819019MK3F;07/07/2024;14;0.232
ES0031105511819012LM0G;07/07/2024;14;0.095
ES0031105511819013KF1L;07/07/2024;14;0.232
ES0031105511811032KD2N;07/07/2024;14;0.523
ES0022105511819019MK3F;07/07/2024;15;0.484
ES0031105511819012LM0G;07/07/2024;15;0.08
ES0031105511819013KF1L;07/07/2024;15;0.484
ES0031105511811032KD2N;07/07/2024;15;0.707
ES0022105511819019MK3F;07/07/2024;16;0.623
ES0031105511819012LM0G;07/07/2024;16;0.102
ES0031105511819013KF1L;07/07/2024;16;0.623
ES0031105511811032KD2N;07/07/2024;16;0.873
ES0022105511819019MK3F;07/07/2024;17;0.095
ES0031105511819012LM0G;07/07/2024;17;0.079
ES0031105511819013KF1L;07/07/2024;17;0.095
ES0031105511811032KD2N;07/07/2024;17;0.945
ES0022105511819019MK3F;07/07/2024;18;0.828
ES0031105511819012LM0G;07/07/2024;18;0.079
ES0031105511819013KF1L;07/07/2024;18;0.828
ES0031105511811032KD2N;07/07/2024;18;1.017
ES0022105511819019MK3F;07/07/2024;19;0.577
ES0031105511819012LM0G;07/07/2024;19;0.1
ES0031105511819013KF1L;07/07/2024;19;0.577
ES0031105511811032KD2N;07/07/2024;19;1.214
ES0022105511819019MK3F;07/07/2024;20;0.883
ES0031105511819012LM0G;07/07/2024;20;0.082
ES0031105511819013KF1L;07/07/2024;20;0.883
ES0031105511811032KD2N;07/07/2024;20;1.773
ES0022105511819019MK3F;07/07/2024;21;4.971
ES0031105511819012LM0G;07/07/2024;21;4.497
ES0031105511819013KF1L;07/07/2024;21;4.971
ES0031105511811032KD2N;07/07/2024;21;5.598
ES0022105511819019MK3F;07/07/2024;22;6.193
ES0031105511819012LM0G;07/07/2024;22;6.14
ES0031105511819013KF1L;07/07/2024;22;6.193
ES0031105511811032KD2N;07/07/2024;22;6.197
ES0022105511819019MK3F;07/07/2024;23;6.99
ES0031105511819012LM0G;07/07/2024;23;6.099
ES0031105511819013KF1L;07/07/2024;23;6.99
ES0031105511811032KD2N;07/07/2024;23;7.197
ES0022105511819019MK3F;07/07/2024;24;6.331
ES0031105511819012LM0G;07/07/2024;24;5.991
ES0031105511819013KF1L;07/07/2024;24;6.331
ES0031105511811032KD2N;07/07/2024;24;7.191
ES0022105511819019MK3F;08/07/2024;1;6.069
ES0031105511819012LM0G;08/07/2024;1;5.922
ES0031105511819013KF1L;08/07/2024;1;6.069
ES0031105511811032KD2N;08/07/2024;1;6.27
ES0022105511819019MK3F;08/07/2024;2;6.462
ES0031105511819012LM0G;08/07/2024;2;5.871
ES0031105511819013KF1L;08/07/2024;2;6.462
ES0031105511811032KD2N;08/07/2024;2;7.256
ES0022105511819019MK3F;08/07/2024;3;6.373
ES0031105511819012LM0G;08/07/2024;3;5.883
ES0031105511819013KF1L;08/07/2024;3;6.373
ES0031105511811032KD2N;08/07/2024;3;6.701
ES0022105511819019MK3F;08/07/2024;4;6.515
ES0031105511819012LM0G;08/07/2024;4;5.897
ES0031105511819013KF1L;08/07/2024;4;6.515
ES0031105511811032KD2N;08/07/2024;4;7.444
ES0022105511819019MK3F;08/07/2024;5;4.851
ES0031105511819012LM0G;08/07/2024;5;4.756
ES0031105511819013KF1L;08/07/2024;5;4.851
ES0031105511811032KD2N;08/07/2024;5;5.026
ES0022105511819019MK3F;08/07/2024;6;0.63
ES0031105511819012LM0G;08/07/2024;6;0.235
ES0031105511819013KF1L;08/07/2024;6;0.63
ES0031105511811032KD2N;08/07/2024;6;0.747
ES0022105511819019MK3F;08/07/2024;7;1.061
ES0031105511819012LM0G;08/07/2024;7;0.243
ES0031105511819013KF1L;08/07/2024;7;1.061
ES0031105511811032KD2N;08/07/2024;7;1.592
ES0022105511819019MK3F;08/07/2024;8;0.501
ES0031105511819012LM0G;08/07/2024;8;0.173
ES0031105511819013KF1L;08/07/2024;8;0.501
ES0031105511811032KD2N;08/07/2024;8;0.985
ES0022105511819019MK3F;08/07/2024;9;0.595
ES0031105511819012LM0G;08/07/2024;9;0.379
ES0031105511819013KF1L;08/07/2024;9;0.595
ES0031105511811032KD2N;08/07/2024;9;0.602
ES0022105511819019MK3F;08/07/2024;10;1.085
ES0031105511819012LM0G;08/07/2024;10;0.147
ES0031105511819013KF1L;08/07/2024;10;1.085
ES0031105511811032KD2N;08/07/2024;10;2.081
ES0022105511819019MK3F;08/07/2024;11;1.083
ES0031105511819012LM0G;08/07/2024;11;1.021
ES0031105511819013KF1L;08/07/2024;11;1.083
ES0031105511811032KD2N;08/07/2024;11;1.194
ES0022105511819019MK3F;08/07/2024;12;1.214
ES0031105511819012LM0G;08/07/2024;12;0.244
ES0031105511819013KF1L;08/07/2024;12;1.214
ES0031105511811032KD2N;08/07/2024;12;1.485
ES0022105511819019MK3F;08/07/2024;13;0.68
ES0031105511819012LM0G;08/07/2024;13;0.13
ES0031105511819013KF1L;08/07/2024;13;0.68
ES0031105511811032KD2N;08/07/2024;13;0.905
ES0022105511819019MK3F;08/07/2024;14;0.924
ES0031105511819012LM0G;08/07/2024;14;0.128
ES0031105511819013KF1L;08/07/2024;14;0.924
ES0031105511811032KD2N;08/07/2024;14;1.26
ES0022105511819019MK3F;08/07/2024;15;0.766
ES0031105511819012LM0G;08/07/2024;15;0.227
ES0031105511819013KF1L;08/07/2024;15;0.766
ES0031105511811032KD2N;08/07/2024;15;1.255
ES0022105511819019MK3F;08/07/2024;16;0.37
ES0031105511819012LM0G;08/07/2024;16;0.191
ES0031105511819013KF1L;08/07/2024;16;0.37
ES0031105511811032KD2N;08/07/2024;16;1.211
ES0022105511819019MK3F;08/07/2024;17;0.666
ES0031105511819012LM0G;08/07/2024;17;0.216
ES0031105511819013KF1L;08/07/2024;17;0.666
ES0031105511811032KD2N;08/07/2024;17;1.105
ES0022105511819019MK3F;08/07/2024;18;0.44
ES0031105511819012LM0G;08/07/2024;18;0.431
ES0031105511819013KF1L;08/07/2024;18;0.44
ES0031105511811032KD2N;08/07/2024;18;0.913
ES0022105511819019MK3F;08/07/2024;19;1.13
ES0031105511819012LM0G;08/07/2024;19;0.521
ES0031105511819013KF1L;08/07/2024;19;1.13
ES0031105511811032KD2N;08/07/2024;19;1.549
ES0022105511819019MK3F;08/07/2024;20;0.483
ES0031105511819012LM0G;08/07/2024;20;0.221
ES0031105511819013KF1L;08/07/2024;20;0.483
ES0031105511811032KD2N;08/07/2024;20;0.75
ES0022105511819019MK3F;08/07/2024;21;0.85
ES0031105511819012LM0G;08/07/2024;21;0.117
ES0031105511819013KF1L;08/07/2024;21;0.85
ES0031105511811032KD2N;08/07/2024;21;1.062
ES0022105511819019MK3F;08/07/2024;22;0.731
ES0031105511819012LM0G;08/07/2024;22;0.177
ES0031105511819013KF1L;08/07/2024;22;0.731
ES0031105511811032KD2N;08/07/2024;22;1.717
ES0022105511819019MK3F;08/07/2024;23;0.9
ES0031105511819012LM0G;08/07/2024;23;0.251
ES0031105511819013KF1L;08/07/2024;23;0.9
ES0031105511811032KD2N;08/07/2024;23;1.321
ES0022105511819019MK3F;08/07/2024;24;0.764
ES0031105511819012LM0G;08/07/2024;24;0.208
ES0031105511819013KF1L;08/07/2024;24;0.764
ES0031105511811032KD2N;08/07/2024;24;1.683
ES0022105511819019MK3F;09/07/2024;1;0.897
ES0031105511819012LM0G;09/07/2024;1;0.087
ES0031105511819013KF1L;09/07/2024;1;0.897
ES0031105511811032KD2N;09/07/2024;1;0.959
ES0022105511819019MK3F;09/07/2024;2;0.975
ES0031105511819012LM0G;09/07/2024;2;0.1
ES0031105511819013KF1L;09/07/2024;2;0.975
ES0031105511811032KD2N;09/07/2024;2;1.34
ES0022105511819019MK3F;09/07/2024;3;0.247
ES0031105511819012LM0G;09/07/2024;3;0.092
ES0031105511819013KF1L;09/07/2024;3;0.247
ES0031105511811032KD2N;09/07/2024;3;0.606
ES0022105511819019MK3F;09/07/2024;4;0.858
ES0031105511819012LM0G;09/07/2024;4;0.11
ES0031105511819013KF1L;09/07/2024;4;0.858
ES0031105511811032KD2N;09/07/2024;4;0.924
ES0022105511819019MK3F;09/07/2024;5;0.699
ES0031105511819012LM0G;09/07/2024;5;0.09
ES0031105511819013KF1L;09/07/2024;5;0.699
ES0031105511811032KD2N;09/07/2024;5;1.43
ES0022105511819019MK3F;09/07/2024;6;0.98
ES0031105511819012LM0G;09/07/2024;6;0.086
ES0031105511819013KF1L;09/07/2024;6;0.98
ES0031105511811032KD2N;09/07/2024;6;1.341
ES0022105511819019MK3F;09/07/2024;7;0.715
ES0031105511819012LM0G;09/07/2024;7;0.106
ES0031105511819013KF1L;09/07/2024;7;0.715
ES0031105511811032KD2N;09/07/2024;7;1.585
ES0022105511819019MK3F;09/07/2024;8;0.563
ES0031105511819012LM0G;09/07/2024;8;0.193
ES0031105511819013KF1L;09/07/2024;8;0.563
ES0031105511811032KD2N;09/07/2024;8;0.896
ES0022105511819019MK3F;09/07/2024;9;0.901
ES0031105511819012LM0G;09/07/2024;9;0.082
ES0031105511819013KF1L;09/07/2024;9;0.901
ES0031105511811032KD2N;09/07/2024;9;1.73
ES0022105511819019MK3F;09/07/2024;10;1.035
ES0031105511819012LM0G;09/07/2024;10;0.105
ES0031105511819013KF1L;09/07/2024;10;1.035
ES0031105511811032KD2N;09/07/2024;10;2.005
ES0022105511819019MK3F;09/07/2024;11;0.356
ES0031105511819012LM0G;09/07/2024;11;0.093
ES0031105511819013KF1L;09/07/2024;11;0.356
ES0031105511811032KD2N;09/07/2024;11;0.817
ES0022105511819019MK3F;09/07/2024;12;0.291
ES0031105511819012LM0G;09/07/2024;12;0.083
ES0031105511819013KF1L;09/07/2024;12;0.291
ES0031105511811032KD2N;09/07/2024;12;0.997
ES0022105511819019MK3F;09/07/2024;13;0.307
ES0031105511819012LM0G;09/07/2024;13;0.102
ES0031105511819013KF1L;09/07/2024;13;0.307
ES0031105511811032KD2N;09/07/2024;13;0.494
ES0022105511819019MK3F;09/07/2024;14;0.392
ES0031105511819012LM0G;09/07/2024;14;0.098
ES0031105511819013KF1L;09/07/2024;14;0.392
ES0031105511811032KD2N;09/07/2024;14;0.551
ES0022105511819019MK3F;09/07/2024;15;0.67
ES0031105511819012LM0G;09/07/2024;15;0.083
ES0031105511819013KF1L;09/07/2024;15;0.67
ES0031105511811032KD2N;09/07/2024;15;1.214
ES0022105511819019MK3F;09/07/2024;16;0.567
ES0031105511819012LM0G;09/07/2024;16;0.464
ES0031105511819013KF1L;09/07/2024;16;0.567
ES0031105511811032KD2N;09/07/2024;16;1.136
ES0022105511819019MK3F;09/07/2024;17;3.307
ES0031105511819012LM0G;09/07/2024;17;2.491
ES0031105511819013KF1L;09/07/2024;17;3.307
ES0031105511811032KD2N;09/07/2024;17;3.333
ES0022105511819019MK3F;09/07/2024;18;1.5
ES0031105511819012LM0G;09/07/2024;18;1.498
ES0031105511819013KF1L;09/07/2024;18;1.5
ES0031105511811032KD2N;09/07/2024;18;1.953
ES0022105511819019MK3F;09/07/2024;19;1.37
ES0031105511819012LM0G;09/07/2024;19;0.701
ES0031105511819013KF1L;09/07/2024;19;1.37
ES0031105511811032KD2N;09/07/2024;19;2.018
ES0022105511819019MK3F;09/07/2024;20;0.332
ES0031105511819012LM0G;09/07/2024;20;0.164
ES0031105511819013KF1L;09/07/2024;20;0.332
ES0031105511811032KD2N;09/07/2024;20;0.369
ES0022105511819019MK3F;09/07/2024;21;0.777
ES0031105511819012LM0G;09/07/2024;21;0.177
ES0031105511819013KF1L;09/07/2024;21;0.777
ES0031105511811032KD2N;09/07/2024;21;1.245
ES0022105511819019MK3F;09/07/2024;22;0.355
ES0031105511819012LM0G;09/07/2024;22;0.097
ES0031105511819013KF1L;09/07/2024;22;0.355
ES0031105511811032KD2N;09/07/2024;22;0.497
ES0022105511819019MK3F;09/07/2024;23;0.363
ES0031105511819012LM0G;09/07/2024;23;0.096
ES0031105511819013KF1L;09/07/2024;23;0.363
ES0031105511811032KD2N;09/07/2024;23;0.431
ES0022105511819019MK3F;09/07/2024;24;3.11
ES0031105511819012LM0G;09/07/2024;24;2.815
ES0031105511819013KF1L;09/07/2024;24;3.11
ES0031105511811032KD2N;09/07/2024;24;3.828
ES0022105511819019MK3F;10/07/2024;1;7.196
ES0031105511819012LM0G;10/07/2024;1;6.221
ES0031105511819013KF1L;10/07/2024;1;7.196
ES0031105511811032KD2N;10/07/2024;1;7.345
ES0022105511819019MK3F;10/07/2024;2;6.463
ES0031105511819012LM0G;10/07/2024;2;6.216
ES0031105511819013KF1L;10/07/2024;2;6.463
ES0031105511811032KD2N;10/07/2024;2;7.353
ES0022105511819019MK3F;10/07/2024;3;7.037
ES0031105511819012LM0G;10/07/2024;3;6.092
ES0031105511819013KF1L;10/07/2024;3;7.037
ES0031105511811032KD2N;10/07/2024;3;7.568
ES0022105511819019MK3F;10/07/2024;4;6.362
ES0031105511819012LM0G;10/07/2024;4;5.888
ES0031105511819013KF1L;10/07/2024;4;6.362
ES0031105511811032KD2N;10/07/2024;4;7.15
ES0022105511819019MK3F;10/07/2024;5;6.989
ES0031105511819012LM0G;10/07/2024;5;5.997
ES0031105511819013KF1L;10/07/2024;5;6.989
ES0031105511811032KD2N;10/07/2024;5;7.554
ES0022105511819019MK3F;10/07/2024;6;6.109
ES0031105511819012LM0G;10/07/2024;6;5.957
ES0031105511819013KF1L;10/07/2024;6;6.109
ES0031105511811032KD2N;10/07/2024;6;6.124
ES0022105511819019MK3F;10/07/2024;7;5.636
ES0031105511819012LM0G;10/07/2024;7;4.708
ES0031105511819013KF1L;10/07/2024;7;5.636
ES0031105511811032KD2N;10/07/2024;7;6.404
ES0022105511819019MK3F;10/07/2024;8;0.932
ES0031105511819012LM0G;10/07/2024;8;0.107
ES0031105511819013KF1L;10/07/2024;8;0.932
ES0031105511811032KD2N;10/07/2024;8;1.33
ES0022105511819019MK3F;10/07/2024;9;0.592
ES0031105511819012LM0G;10/07/2024;9;0.109
ES0031105511819013KF1L;10/07/2024;9;0.592
ES0031105511811032KD2N;10/07/2024;9;1.245
ES0022105511819019MK3F;10/07/2024;10;0.844
ES0031105511819012LM0G;10/07/2024;10;0.151
ES0031105511819013KF1L;10/07/2024;10;0.844
ES0031105511811032KD2N;10/07/2024;10;1.42
ES0022105511819019MK3F;10/07/2024;11;1.024
ES0031105511819012LM0G;10/07/2024;11;0.115
ES0031105511819013KF1L;10/07/2024;11;1.024
ES0031105511811032KD2N;10/07/2024;11;1.432
ES0022105511819019MK3F;10/07/2024;12;0.675
ES0031105511819012LM0G;10/07/2024;12;0.113
ES0031105511819013KF1L;10/07/2024;12;0.675
ES0031105511811032KD2N;10/07/2024;12;0.859
ES0022105511819019MK3F;10/07/2024;13;0.484
ES0031105511819012LM0G;10/07/2024;13;0.094
ES0031105511819013KF1L;10/07/2024;13;0.484
ES0031105511811032KD2N;10/07/2024;13;1.208
ES0022105511819019MK3F;10/07/2024;14;1.385
ES0031105511819012LM0G;10/07/2024;14;0.808
ES0031105511819013KF1L;10/07/2024;14;1.385
ES0031105511811032KD2N;10/07/2024;14;1.889
ES0022105511819019MK3F;10/07/2024;15;4.52
ES0031105511819012LM0G;10/07/2024;15;4.016
ES0031105511819013KF1L;10/07/2024;15;4.52
ES0031105511811032KD2N;10/07/2024;15;5.265
ES0022105511819019MK3F;10/07/2024;16;2.266
ES0031105511819012LM0G;10/07/2024;16;1.478
ES0031105511819013KF1L;10/07/2024;16;2.266
ES0031105511811032KD2N;10/07/2024;16;2.461
ES0022105511819019MK3F;10/07/2024;17;0.598
ES0031105511819012LM0G;10/07/2024;17;0.544
ES0031105511819013KF1L;10/07/2024;17;0.598
ES0031105511811032KD2N;10/07/2024;17;1.444
ES0022105511819019MK3F;10/07/2024;18;0.404
ES0031105511819012LM0G;10/07/2024;18;0.24
ES0031105511819013KF1L;10/07/2024;18;0.404
ES0031105511811032KD2N;10/07/2024;18;1.361
ES0022105511819019MK3F;10/07/2024;19;0.589
ES0031105511819012LM0G;10/07/2024;19;0.124
ES0031105511819013KF1L;10/07/2024;19;0.589
ES0031105511811032KD2N;10/07/2024;19;1.08
ES0022105511819019MK3F;10/07/2024;20;0.176
ES0031105511819012LM0G;10/07/2024;20;0.09
ES0031105511819013KF1L;10/07/2024;20;0.176
ES0031105511811032KD2N;10/07/2024;20;1.02
ES0022105511819019MK3F;10/07/2024;21;3.077
ES0031105511819012LM0G;10/07/2024;21;2.186
ES0031105511819013KF1L;10/07/2024;21;3.077
ES0031105511811032KD2N;10/07/2024;21;3.889
ES0022105511819019MK3F;10/07/2024;22;4.128
ES0031105511819012LM0G;10/07/2024;22;3.196
ES0031105511819013KF1L;10/07/2024;22;4.128
ES0031105511811032KD2N;10/07/2024;22;4.934
ES0022105511819019MK3F;10/07/2024;23;2.911
ES0031105511819012LM0G;10/07/2024;23;2.566
ES0031105511819013KF1L;10/07/2024;23;2.911
ES0031105511811032KD2N;10/07/2024;23;3.823
ES0022105511819019MK3F;10/07/2024;24;0.846
ES0031105511819012LM0G;10/07/2024;24;0.431
ES0031105511819013KF1L;10/07/2024;24;0.846
ES0031105511811032KD2N;10/07/2024;24;1.128
ES0022105511819019MK3F;11/07/2024;1;0.916
ES0031105511819012LM0G;11/07/2024;1;0.192
ES0031105511819013KF1L;11/07/2024;1;0.916
ES0031105511811032KD2N;11/07/2024;1;1.174
ES0022105511819019MK3F;11/07/2024;2;0.797
ES0031105511819012LM0G;11/07/2024;2;0.114
ES0031105511819013KF1L;11/07/2024;2;0.797
ES0031105511811032KD2N;11/07/2024;2;1
ES0022105511819019MK3F;11/07/2024;3;0.192
ES0031105511819012LM0G;11/07/2024;3;0.102
ES0031105511819013KF1L;11/07/2024;3;0.192
ES0031105511811032KD2N;11/07/2024;3;0.596
ES0022105511819019MK3F;11/07/2024;4;0.485
ES0031105511819012LM0G;11/07/2024;4;0.096
ES0031105511819013KF1L;11/07/2024;4;0.485
ES0031105511811032KD2N;11/07/2024;4;0.731
ES0022105511819019MK3F;11/07/2024;5;0.579
ES0031105511819012LM0G;11/07/2024;5;0.095
ES0031105511819013KF1L;11/07/2024;5;0.579
ES0031105511811032KD2N;11/07/2024;5;0.716
ES0022105511819019MK3F;11/07/2024;6;0.701
ES0031105511819012LM0G;11/07/2024;6;0.098
ES0031105511819013KF1L;11/07/2024;6;0.701
ES0031105511811032KD2N;11/07/2024;6;1.023
ES0022105511819019MK3F;11/07/2024;7;0.725
ES0031105511819012LM0G;11/07/2024;7;0.104
ES0031105511819013KF1L;11/07/2024;7;0.725
ES0031105511811032KD2N;11/07/2024;7;1.275
ES0022105511819019MK3F;11/07/2024;8;0.678
ES0031105511819012LM0G;11/07/2024;8;0.261
ES0031105511819013KF1L;11/07/2024;8;0.678
ES0031105511811032KD2N;11/07/2024;8;1.488
ES0022105511819019MK3F;11/07/2024;9;0.646
ES0031105511819012LM0G;11/07/2024;9;0.123
ES0031105511819013KF1L;11/07/2024;9;0.646
ES0031105511811032KD2N;11/07/2024;9;0.725
ES0022105511819019MK3F;11/07/2024;10;0.508
ES0031105511819012LM0G;11/07/2024;10;0.088
ES0031105511819013KF1L;11/07/2024;10;0.508
ES0031105511811032KD2N;11/07/2024;10;0.858
ES0022105511819019MK3F;11/07/2024;11;0.752
ES0031105511819012LM0G;11/07/2024;11;0.124
ES0031105511819013KF1L;11/07/2024;11;0.752
ES0031105511811032KD2N;11/07/2024;11;1.065
ES0022105511819019MK3F;11/07/2024;12;0.198
ES0031105511819012LM0G;11/07/2024;12;0.157
ES0031105511819013KF1L;11/07/2024;12;0.198
ES0031105511811032KD2N;11/07/2024;12;0.528
ES0022105511819019MK3F;11/07/2024;13;0.416
ES0031105511819012LM0G;11/07/2024;13;0.155
ES0031105511819013KF1L;11/07/2024;13;0.416
ES0031105511811032KD2N;11/07/2024;13;1.192
ES0022105511819019MK3F;11/07/2024;14;0.755
ES0031105511819012LM0G;11/07/2024;14;0.136
ES0031105511819013KF1L;11/07/2024;14;0.755
ES0031105511811032KD2N;11/07/2024;14;1.605
ES0022105511819019MK3F;11/07/2024;15;0.447
ES0031105511819012LM0G;11/07/2024;15;0.109
ES0031105511819013KF1L;11/07/2024;15;0.447
ES0031105511811032KD2N;11/07/2024;15;0.577
ES0022105511819019MK3F;11/07/2024;16;0.907
ES0031105511819012LM0G;11/07/2024;16;0.087
ES0031105511819013KF1L;11/07/2024;16;0.907
ES0031105511811032KD2N;11/07/2024;16;0.999
ES0022105511819019MK3F;11/07/2024;17;0.809
ES0031105511819012LM0G;11/07/2024;17;0.104
ES0031105511819013KF1L;11/07/2024;17;0.809
ES0031105511811032KD2N;11/07/2024;17;1.78
ES0022105511819019MK3F;11/07/2024;18;1.098
ES0031105511819012LM0G;11/07/2024;18;0.103
ES0031105511819013KF1L;11/07/2024;18;1.098
ES0031105511811032KD2N;11/07/2024;18;1.789
ES0022105511819019MK3F;11/07/2024;19;0.916
ES0031105511819012LM0G;11/07/2024;19;0.088
ES0031105511819013KF1L;11/07/2024;19;0.916
ES0031105511811032KD2N;11/07/2024;19;1.303
ES0022105511819019MK3F;11/07/2024;20;1.063
ES0031105511819012LM0G;11/07/2024;20;0.099
ES0031105511819013KF1L;11/07/2024;20;1.063
ES0031105511811032KD2N;11/07/2024;20;1.826
ES0022105511819019MK3F;11/07/2024;21;0.655
ES0031105511819012LM0G;11/07/2024;21;0.109
ES0031105511819013KF1L;11/07/2024;21;0.655
ES0031105511811032KD2N;11/07/2024;21;0.729
ES0022105511819019MK3F;11/07/2024;22;0.383
ES0031105511819012LM0G;11/07/2024;22;0.088
ES0031105511819013KF1L;11/07/2024;22;0.383
ES0031105511811032KD2N;11/07/2024;22;0.454
ES0022105511819019MK3F;11/07/2024;23;0.187
ES0031105511819012LM0G;11/07/2024;23;0.092
ES0031105511819013KF1L;11/07/2024;23;0.187
ES0031105511811032KD2N;11/07/2024;23;0.314
ES0022105511819019MK3F;11/07/2024;24;1.084
ES0031105511819012LM0G;11/07/2024;24;0.111
ES0031105511819013KF1L;11/07/2024;24;1.084
ES0031105511811032KD2N;11/07/2024;24;1.8
ES0022105511819019MK3F;12/07/2024;1;1.049
ES0031105511819012LM0G;12/07/2024;1;0.091
ES0031105511819013KF1L;12/07/2024;1;1.049
